player_name,position,team,projected_points,source_count,sigma_cross,adp,adp_local,adp_global,ecr,floor_points,ceiling_points
Kameron Johnson,WR,TB,4.8,1,,,,,,,
Raheim Sanders,RB,CLE,4.7,1,,,,,,,
Efton Chism,WR,NE,4.6,1,,,,,,,
Dareke Young,WR,LV,4.6,1,,676.0,676.0,676.0,,,
Blake Whiteheart,TE,CLE,4.4,1,,,,,,,
Craig Reynolds,RB,WAS,4.4,1,,599.8,599.8,599.8,,,
Jacardia Wright,RB,SEA,4.3,1,,677.2,677.2,677.2,,,
David Moore,WR,CAR,4.3,1,,575.5,575.5,575.5,,,
Kaden Wetjen,WR,PIT,4.2,1,,,,,,,
Dylan Laube,RB,LV,4.2,3,6.035174672976196,,,,454.0,,
Tylan Wallace,WR,CLE,4.2,1,,669.8,669.8,669.8,,,
Ricky White,WR,SEA,4.2,1,,676.5,676.5,676.5,,,
Tyler Badie,RB,DEN,4.2,2,5.939696961966999,,,,459.0,,
Jake Bobo,WR,SEA,4.2,1,,,,,,,
JuJu Smith-Schuster,WR,,4.1,1,,,,,,,
Chris Moore,WR,BAL,4.1,1,,,,,,,
Sione Vaki,RB,DET,4.0,1,,,,,,,
Jamal Haynes,RB,CIN,4.0,1,,,,,,,
Ben Yurosek,TE,MIN,4.0,1,,,,,,,
Kylen Granson,TE,TEN,4.0,1,,505.0,505.0,505.0,,,
Cameron Latu,TE,PHI,4.0,1,,673.1,673.1,673.1,,,
Tyrell Shavers,WR,BUF,4.0,1,,651.4,651.4,651.4,,,
Harrison Bryant,TE,,4.0,1,,631.5,631.5,631.5,,,
Ian Thomas,TE,LV,4.0,1,,,,,,,
Trent Sherfield,WR,BUF,3.9,1,,699.3,699.3,699.3,,,
Antonio Gibson,RB,,3.9,1,,,,,,,
Max Bredeson,TE,MIN,3.8,1,,667.3,667.3,667.3,,,
Anthony Gould,WR,IND,3.2,1,,,,,,,
Skyy Moore,WR,GB,3.0,1,,685.4,685.4,685.4,,,
Zavier Scott,RB,MIN,2.8,2,3.959797974644666,693.0,693.0,693.0,444.0,,
DeAndre Hopkins,WR,,2.5,1,,,,,,,
Jordan Watkins,WR,SF,2.4,1,,,,,,,
British Brooks,RB,HOU,2.36,1,,,,,478.0,,
Ko Kieft,TE,TB,2.3,1,,,,,,,
Shane Zylstra,TE,BUF,2.3,1,,,,,,,
Chris Manhertz,TE,NYG,2.3,1,,625.3,625.3,625.3,,,
Donovan Edwards,RB,MIA,2.1,1,,641.8,641.8,641.8,,,
Robert Tonyan,TE,PIT,1.9,1,,687.9,687.9,687.9,,,
Feleipe Franks,TE,CAR,1.9,1,,,,,,,
Gage Larvadain,WR,CLE,1.9,1,,,,,,,
DeAndre Carter,WR,,1.8,1,,,,,,,
Jalen Reagor,WR,MIA,1.76,1,,,,,492.0,,
Jacob Cowing,WR,SF,1.7,3,2.379775899813538,315.0,,315.0,476.0,,
LaJohntay Wester,WR,BAL,1.0,1,,,,,,,
Clyde Edwards-Helaire,RB,,0.8,1,,,,,,,
Sterling Shepard,WR,HOU,0.6,1,,507.0,507.0,507.0,,,
Ben Skowronek,WR,PIT,0.6,1,,667.7,667.7,667.7,,,
Nikko Remigio,WR,KC,0.6,1,,,,,,,
James Proche,WR,,0.6,1,,,,,,,
Josh Williams,RB,TB,0.0,1,,,,,453.0,,
Bam Knight,RB,ARI,0.0,1,,,,,346.0,,
Kene Nwangwu,RB,NYJ,0.0,1,,,,,498.0,,
Jacob Saylors,RB,DET,0.0,1,,,,,485.0,,
Spencer Shrader,K,IND,0.0,1,,,,,427.0,,
Derius Davis,WR,LAC,-0.9,1,,,,,,,
Devin Duvernay,WR,ARI,-1.4,1,,,,,,,
